ID_PAPER	TITLE	ABSTRACT	IRRELEVANT	DISEASE_NAME	URI	CATEGORIES
20224041	"Pathogenesis of arteriovenous malformations in the absence of endoglin
"	"Arteriovenous malformations (AVMs) result in anomalous direct blood flow between arteries and veins, bypassing the normal capillary bed. Depending on size and location, AVMs may lead to severe clinical effects including systemic cyanosis (pulmonary AVMs), hemorrhagic stroke (cerebral AVMs) and high output cardiac failure (hepatic AVMs). The factors leading to AVM formation are poorly understood, but patients with the familial disease hereditary hemorrhagic telangiectasia (HHT) develop AVMs at high frequency. As most HHT patients have mutations in ENG (endoglin) or ACVRL1 (activin receptor-like kinase 1), a better understanding of the role of these genes in vascular development is likely to reveal the etiology of AVM formation. Using a mouse with a conditional mutation in the Eng gene, we investigated the sequence of abnormal cellular events occurring during development of an AVM. In the absence of endoglin, subcutaneous Matrigel implants in adult mice were populated by reduced numbers of new blood vessels compared with controls, and resulted in local venous enlargement (venomegaly). To investigate abnormal vascular responses in more detail, we turned to the more readily accessible vasculature of the neonatal retina. Endoglin-deficient retinas exhibited delayed remodeling of the capillary plexus, increased proliferation of endothelial cells and localized AVMs. Muscularization of the resulting arteriovenous shunts appeared to be a secondary response to increased blood flow. AVMs develop when an angiogenic stimulus is combined with endoglin depletion. Moreover, AVM formation appears to result from the combination of delayed vascular remodeling and an inappropriate endothelial cell proliferation response in the absence of endoglin.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	2.1. DISEASE MECHANISM
20368796	"Intensity-modulated radiotherapy for a rendu-osler-weber disease patient with recurrent severe epistaxis: a case report
"	"We present a case of a Rendu-Osler-Weber disease patient with recurrent life threatening epistaxis demanding multiple blood transfusions despite of repetitive endoscopic laser and electrocoagulations, endovascular embolisation, septodermoplasty, and long-term intranasal dressings. As alternative treatment modalities repeatedly failed and the patient became almost permanently dependent on nasal dressing, we performed a highly conformal intensity-modulated radiotherapy of the nasal cavity; a total dose of 50 Gy in 2 Gy single fractions was applied. The therapy was very well tolerated, no acute toxicities occurred. Two weeks after the last radiation dose had been applied, the nasal dressing could be removed without problems. Endoscopical control revealed an almost avascular white mucosa without any trace of bleeding spots; previously existing hemangiomas and crusts had disappeared. After a 1-year-follow up, the patient had no significant recurrent epistaxis.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
20458853	"Fatal hypoxic hepatitis in a patient with hereditary hemorrhagic telangiectasia (Rendu-Osler-Weber's disease)
"	"Hypoxic (ischemic) hepatitis generally requires the concurrence of an underlying condition which chronically exposes the liver to some degree of hypoxia (for example, congestive heart failure) combined with a triggering event (for example, arrhythmia) which further decreases the oxygen supply. We report a case of hypoxic hepatitis in which hereditary hemorrhagic telangiectasia (Rendu-Osler-Weber's disease) constituted this underlying condition and gastrointestinal hemorrhage was the triggering event. To our knowledge, this is the first reported case of hypoxic hepatitis in hereditary hemorrhagic telangiectasia with the exception of therapeutic ligation or embolization of the hepatic artery so as to decrease shunting of liver blood. Hemodynamic mechanisms are proposed to explain this particular outcome.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
20461185	"Embolotherapy for pulmonary arteriovenous malformations in patients without hereditary hemorrhagic telangiectasia
"	"To evaluate the clinical and radiological outcomes of transcatheter embolotherapy for treating sporadic pulmonary arteriovenous malformations (PAVMs) that were not associated with hereditary hemorrhagic telangiectasia. Between January 2001 and June 2008, thirty-five sporadic PAVMs were detected in 23 patients. The clinical follow up consisted of assessing the changes of the signs and symptoms of the PAVMs, and radiological evaluation with chest radiographs or chest CT scans. The lower lung regions (63%) and peripheral locations (86%) were the common locations of the PAVMs. Thirty-four PAVMs (97%) had simple architecture (one arterial feeder within a single pulmonary segment). Technical success was achieved in 33 PAVMs (94%); two cases of technical failure were due to catheterization failure (n = 1) and too large a feeding artery (17 mm) that disabled embolotherapy (n = 1). Coils and Amplatz vascular plugs were used in 30 and three PAVMs, respectively. Inadvertent placement of one coil (n = 1) and pulmonary infarction (n = 1) occurred, but no relevant symptoms developed. For the 13 patients with available data, the mean arterial O(2) saturation changed significantly from 92% to 98%. Complete or near-complete involution of the sac was observed in 30 of the 33 embolized PAVMs (91%). In these 33 embolized PAVMs, the mean sac diameter significantly decreased from 17.83 mm to 0.68 mm. Sporadic PAVMs are mostly the simple type with predominance in the lower lobe and peripheral locations. Transcatheter embolotherapy with coils or Amplatz vascular plugs is a safe and effective treatment for sporadic PAVMs and this provides excellent functional and radiological improvement.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
20739767	"Paradoxical embolism causing stroke and migraine
"	"This case report describes a lady who underwent investigations as a part of a clinical study. A 32-year-old woman with a history of episodes of severe migraine with aura, deep vein thrombosis and recurrent epistaxis, presented with two episodes of stroke with no particular cause evident on routine investigations. A contrast echocardiogram demonstrated a patent foramen ovale (PFO). She was found to be positive for the Factor V Leiden mutation. The PFO was closed percutaneously. However, a substantial right to left shunt of 14% persisted. Pulmonary angiography revealed multiple arterio-venous malformations (AVMs) and she was diagnosed with hereditary hemorrhagic telangiectasia. The AVMs were embolized and she has had no further cerebral events. Interestingly, her episodes of 'migraine' have also improved dramatically following the closure of the PFO and the embolization of the AVMs. This case demonstrates the complex relationship between right to left shunts, cryptogenic stroke and migraine.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
20879701	"Hereditary hemorrhagic telangiectasia: diagnosis and management
"	"Hereditary hemorrhagic telangiectasia is an uncommon autosomal dominant disease that occurs in approximately one in 5,000 to 8,000 persons. This multisystem disorder can affect the nose, skin, gastrointestinal tract, lungs, liver, and brain. Epistaxis is the most common presenting problem, occurring in 90 percent of affected patients. Approximately 15 to 30 percent of patients with hereditary hemorrhagic telangiectasia will have an arteriovenous malformation in the lungs and more than 10 percent will have one in the brain. The symptoms of hereditary hemorrhagic telangiectasia are often unrecognized. Many patients, even those with affected family members, may go undiagnosed. Hereditary hemorrhagic telangiectasia is a clinical diagnosis that is based on the presence of three of four criteria (i.e., epistaxis, telangiectasias, visceral arteriovenous malformations, or family history of the disease). Screening and treatment recommendations have been created in an attempt to limit the morbidity and mortality associated with this disease. Patients with confirmed or suspected hereditary hemorrhagic telangiectasia should be screened for brain and lung arteriovenous malformations using magnetic resonance imaging of the brain and contrast echocardiography. Pulmonary arteriovenous malformations can be treated with embolization. Patients with a history of pulmonary arteriovenous malformations or those who have not been screened should use antibiotic prophylaxis before dental treatment, endoscopy, or other procedures that could cause bacteremia because of the risk of paradoxical brain embolism or infection.
"	True	hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	0.3. OTHER
21310938	"Immunosuppressor FK506 increases endoglin and activin receptor-like kinase 1 expression and modulates transforming growth factor-β1 signaling in endothelial cells
"	"Hereditary hemorrhagic telangiectasia (HHT), or Rendu-Osler-Weber syndrome, is an autosomal-dominant vascular disease. The clinical manifestations are epistaxis, mucocutaneous and gastrointestinal telangiectases, and arteriovenous malformations in internal organs. Patients show severe epistaxis, and/or gastrointestinal bleeding, both of which notably interfere with their quality of life. There are two predominant types of HHT caused by mutations in endoglin (ENG) and ACVRL1/activin receptor-like kinase 1 (ALK1) genes, named HHT1 and HHT2, respectively. ENG and ALK1 code for proteins involved in the transforming growth factor (TGF)-β1 signaling pathway, and it is widely accepted that HHT pathogenicity results from haploinsufficiency. No cure for HHT has been found, so identification of drugs able to increase the expression of these genes is essential when proposing new therapies. We report the efficacy of tacrolimus (FK506) in increasing ENG and ALK1 expression. The rationale comes from a case report of a patient with HHT who received a liver transplantation after hepatic failure due to a liver arteriovenous malformation. The liver was transplanted, and the immunosuppressor FK506 was used to prevent the rejection. After the first month of FK506 treatment, the internal and external telangiectases, epistaxes, and anemia disappeared. Here, we find that the immunosuppressor FK506 increases the protein and mRNA expression of ENG and ALK1 in cultured endothelial cells and enhances the TGF-β1/ALK1 signaling pathway and endothelial cell functions like tubulogenesis and migration. These results suggest that the mechanism of action of FK506 involves a partial correction of endoglin and ALK1 haploinsufficiency and may therefore be an interesting drug for use in patients with HHT who undergo transplantation.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	2.1. DISEASE MECHANISM
21345778	"Combined transapical aortic valve replacement and minimally invasive direct coronary bypass grafting--a new concept for selected high-risk patients
"	"Transcatheter aortic valve implantation and minimally invasive direct coronary artery bypass (MIDCAB) procedures are both off-pump treatment options for a subset of higher-risk patients. We present a new, minimally invasive surgical concept involving combining the procedures and performing them through the same thoracic access in a patient with a vascular disorder. We report on a 78-year-old patient with symptomatic calcified aortic stenosis and a critical lesion of the left anterior descending coronary artery. In addition, Rendu-Osler-Weber disease was diagnosed. He was successfully treated with combined off-pump transapical, transcatheter aortic valve implantation and MIDCAB grafting. The initial postoperative recovery was good; however, the patient died 3 months postoperatively from septic complications. This combined procedure performed through the same anterolateral incision was technically feasible and may be a promising, minimally invasive approach for selected patients.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
21426754	"Clinical features of patients with pulmonary artery hypertension associated with hereditary hemorrhagic telangiectasia
"	"To investigate the clinical manifestations of patients with pulmonary artery hypertension (PAH) associated with hereditary hemorrhagic telangiectasia (HHT). This retrospective analysis summarized the clinical features of 6 patients with PAH associated with HHT hospitalized at department of cardiology in Cardiovascular Institute and Fuwai Hospital between January 2006 and May 2009. The mean age of the 6 patients (3 male) was 34 years (8 - 67 years). Recurrent epistaxis were present in all patients, there were 4 patients with severe PAH and 2 patients with moderate PAH. All of the six patients with PAH associated with HHT were misdiagnosed at the first hospital visit. Clinical symptoms were significantly improved in 4 patients and remained unchanged in 2 patients combined hepatic venous malformation post medical therapy. Misdiagnosis for patients with PAH associated with HHT is a common phenomenon in daily clinical practice. Patients could benefit from the corresponding medical therapy after the establishment of the correct diagnosis.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
21484125	"Successful liver transplantation for Rendu-Weber-Osler disease, a single centre experience
"	"BACKROUNDS/PURPOSE: Hereditary hemorrhagic telangiectasia or Rendu-Weber-Osler is an autosomal dominant inherited disorder characterized by arteriovenous malformations and telangiectasia that may affect the nose, skin, lungs, brain and gastrointestinal tract. Liver involvement of the disease has been described to be responsible of biliary tract necrosis, high cardiac output and portal hypertension, due to intra-hepatic vascular shunts. We aimed to present four cases of successful orthotopic liver transplantations in this indication performing our modified Piggy-back technique. Between 2002 and 2008, four patients have been diagnosed for Rendu-Weber-Osler disease and underwent liver transplantation. Three of them suffered from high cardiac output with heart failure, two presented HBV infection and one patient suffered from renal failure requiring a liver-kidney transplantation. We performed our modified Piggy-back technique for liver implantation, which consists to clamp selectively the hepatic veins during the hepatectomy, without venous bypass, the retro-hepatic vena cava is preserved. No hemodynamic concerns disturbed the surgery and no massive transfusions were needed. The liver replacement corrected the cardiac insufficiency due to high cardiac output for the three patients. At present, the four patients are getting well. Despite new advances in immunotherapy for the medical treatment of Rendu-Weber-Osler disease, liver transplantation remains the curative option for hepatic based-hereditary hemorrhagic telangiectasia.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
21740592	"Stroke in hereditary hemorrhagic telangiectasia patients. New evidence for repeated screening and early treatment of pulmonary vascular malformations: two case reports
"	"Paradoxical embolism due to pulmonary arteriovenous malformations is the main mechanism of brain infarction in patients with hereditary hemorrhagic telangiectasia. International Guidelines have recently been published to clarify the performance of screening tests and the effectiveness of treatment for pulmonary arteriovenous malformations. We present two cases of hereditary hemorrhagic telangiectasia patients of our hospital who experienced an acute stroke secondary to paradoxical embolism. These two cases show that the guidelines must be followed to prevent the occurrence of ischemic stroke in patients with hereditary hemorrhagic telangiectasia, and that although they may be adequate in most cases, there are some patients who need a more personalized approach.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
21764776	"ChIP-seq reveals cell type-specific binding patterns of BMP-specific Smads and a novel binding motif
"	"Dysregulated bone morphogenetic protein (BMP) signaling in endothelial cells (ECs) and pulmonary arterial smooth muscle cells (PASMCs) are implicated in human genetic disorders. Here, we generated genome-wide maps of Smad1/5 binding sites in ECs and PASMCs. Smad1/5 preferentially bound to the region outside the promoter of known genes, and the binding was associated with target gene upregulation. Cell-selective Smad1/5 binding patterns appear to be determined mostly by cell-specific differences in baseline chromatin accessibility patterns. We identified, for the first time, a Smad1/5 binding motif in mammals, and termed GC-rich Smad binding element (GC-SBE). Several sequences in the identified GC-SBE motif had relatively weak affinity for Smad binding, and were enriched in cell type-specific Smad1/5 binding regions. We also found that both GC-SBE and the canonical SBE affect binding affinity for the Smad complex. Furthermore, we characterized EC-specific Smad1/5 target genes and found that several Notch signaling pathway-related genes were induced by BMP in ECs. Among them, a Notch ligand, JAG1 was regulated directly by Smad1/5, transactivating Notch signaling in the neighboring cells. These results provide insights into the molecular mechanism of BMP signaling and the pathogenesis of vascular lesions of certain genetic disorders, including hereditary hemorrhagic telangiectasia.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	2.1. DISEASE MECHANISM
21792166	"Coronary artery bypass grafting in a patient with hereditary hemorrhagic telangiectasia
"	"Hereditary hemorrhagic telangiectasia (HHT, Osler-Weber-Rendu syndrome) is an autosomal dominant condition which usually presents with recurrent epistaxis, due to the presence of mucocutaneous telangiectasia, and circulatory arteriovenous malformations (pulmonary, hepatic, cerebral and spinal). We present a patient with HHT and coronary artery disease, who underwent coronary artery bypass grafting with a successful outcome.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
21816895	"Epistaxis in patients with hereditary hemorrhagic telangiectasia treated with selective arterial embolization
"	"Hereditary hemorrhagic telangiectasia (HHT) is a rare systemic fibrovascular dysplasia also known as Rendu-Osler-Weber disease. Epistaxis is often the first and foremost symptom of the disease and recurrent epistaxis is the main complaint. Evaluation of effectiveness and safety of endovascular treatment of epistaxis in HHT patients. Between June 2004 and January 2008, 14 patients with HHT underwent embolization of external carotid artery (ECA) branches due to severe epistaxis. There were eight men and six women aged 27-42 years. Patients were referred for endovascular treatment when primary management with electrocautery and nasal packing was ineffective. Arteries suspected of bleeding were catheterized super-selectively with micro-catheters to perform embolization. Polyvinyl alcohol particles (PVA) or embospheres in diameter of 500-700-µm were used as an embolic material. Embolization was technically successful in 11 (78.5%) patients. Immediate, complete control of bleeding was achieved in 12 (85%) patients. During long-term follow-up recurrent nasal bleeding occurred in six (43%) patients 6-24 months after treatment. There were no severe complications after embolization. Nine patients experienced mild facial pain which resolved within three days after the treatment. Three patients in whom arterial spasm was observed, suffered from facial paraesthesia lasting for 3-5 days after embolization. Out of 14 patients, 12 were available for 24-month follow-up evaluation. All except one claimed reduction in frequency and severity of epistaxis which had a positive impact on their quality of life. Endovascular embolization of epistaxis in patients with HHT is an effective and safe procedure although it cannot provide a long-term cure in most cases. Embolization reduces the frequency, severity and duration of nasal bleeding in patients with HHT, improving patients' quality of life.
"		hereditary hemorrhagic telangiectasia	http://purl.obolibrary.org/obo/MONDO_0019180	1.3. THERAPEUTICS IN THE CLINIC
