ID_PAPER	IRRELEVANT	COMMENTS	TIMESTAMP	CURATOR	DISEASE_NAME	SECONDARY_CHECK	PRIMARY_CATEGORY	SECONDARY_CATEGORY
22421041		2.3. Non in-vivo Human or non-human model system	2021-04-23T18:35:57.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
22469609		this might be considered a review, or else like a really long case series. I opted for the latter as it is at least specific to one intervention	2021-05-08T15:16:41.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
22622516		Also 2.3. Non in-vivo Human or non-human model system	2021-04-23T04:52:09.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
22670022			2021-05-08T14:33:12.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
22671535		1.2. Quality of Life		curator1	hereditary hemorrhagic telangiectasia			
22706563			2021-05-08T15:23:07.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
22707551			2021-05-08T15:21:56.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
22727716			2021-05-08T15:40:09.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
22737832			2021-05-08T15:26:40.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
22781769			2021-04-19T04:22:20.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
22875690			2021-05-08T15:18:07.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
22920200		0.2. Related Diseases		curator1	hereditary hemorrhagic telangiectasia			
22991266			2021-05-08T15:24:39.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
23018639			2021-04-23T18:32:51.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
23109496			2021-04-28T18:59:52.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
23198241			2021-05-08T15:39:02.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23199770			2021-05-08T15:40:42.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23303231			2021-05-08T15:25:21.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
23312966			2021-04-26T02:26:41.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23320130		and 2.3. Non in-vivo Human or non-human model system	2021-05-08T14:36:31.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
23323127			2021-04-23T18:38:09.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23401183			2021-05-08T15:26:08.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23439260			2021-04-23T04:55:42.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
23568730		REVISITED 4/30 - NO CHANGE: this study looked at both mutations (2.1) and clinical features (1.1)	2021-04-23T18:22:05.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
23653583			2021-05-08T14:35:49.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
23670536			2021-04-28T18:52:15.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
23675457		Also 2.3. Non in-vivo Human or non-human model system (new cell line)	2021-04-28T18:58:39.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
23676596			2021-04-23T18:44:57.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
23702711		and 2.3. Non in-vivo Human or non-human model system	2021-05-01T00:51:48.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
23729109			2021-05-08T15:13:01.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
23794345			2021-05-08T15:23:58.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
23805858			2021-05-08T14:39:59.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
23888243			2021-04-19T03:43:50.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
24098321			2021-05-08T15:34:01.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
24146883			2021-05-08T14:42:36.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
24260769			2021-05-01T00:56:46.000Z	curator1	hereditary hemorrhagic telangiectasia		3.4. PATIENT-BASED THERAPEUTICS	
24267784			2021-05-08T15:27:17.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
24268183		2.5. Computational Biology and Informatics research		curator1	hereditary hemorrhagic telangiectasia			
24273414			2021-04-19T03:58:38.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
24305586			2021-04-23T04:50:59.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
24458873			2021-04-19T04:13:37.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
24489709		Also 2.3. Non in-vivo Human or non-human model system	2021-04-23T18:27:26.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
24499751			2021-04-26T03:05:47.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
24520391		and 2.3. Non in-vivo Human or non-human model system	2021-05-08T15:32:00.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
24587130			2021-04-19T03:51:12.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
24615664			2021-04-23T18:29:21.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
24667223			2021-04-23T04:46:24.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
24913291			2021-05-08T15:29:29.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
24935454			2021-04-26T02:13:31.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
24986705		review but also 3.1. Therapeutic Hypothesis, so not quite sure how to classify this		curator1	hereditary hemorrhagic telangiectasia			
24999773			2021-05-08T15:25:51.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25064693			2021-04-26T02:53:24.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
25082229		2.3. Non in-vivo Human or non-human model system	2021-04-23T18:35:05.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
25172615			2021-04-19T04:07:22.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25420398		"This case report seems to describe the natural history of the disease over the patient's lifetime (so 1.1) but also discusses surgeries (so 1.3)
REVISTED 4/30 - NO CHANGE: reasons given above"	2021-04-26T02:33:24.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
25543221			2021-04-19T04:02:12.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
25564593			2021-04-28T18:47:28.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25603856			2021-05-08T15:39:36.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
25815003			2021-04-23T04:52:48.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
25839006			2021-04-28T19:00:03.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25847705			2021-05-08T14:18:22.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
25862798			2021-05-08T14:31:04.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25873934	True	This is a review		curator1	hereditary hemorrhagic telangiectasia			
25909848			2021-04-23T04:43:54.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
25931195			2021-05-01T00:55:30.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
25940942			2021-05-08T15:14:24.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
25981877		3.1. Therapeutic Hypothesis		curator1	hereditary hemorrhagic telangiectasia			
26078760			2021-04-19T03:57:26.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26204445			2021-04-28T18:51:23.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26261842			2021-04-28T18:59:32.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
26340858		1.2. Quality of Life		curator1	hereditary hemorrhagic telangiectasia			
26376562			2021-05-08T15:34:21.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26393959			2021-04-23T18:31:05.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26401274			2021-04-19T03:15:58.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
26425624			2021-04-23T18:44:48.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
26448414	True	review		curator1	hereditary hemorrhagic telangiectasia			
26505940			2021-05-08T14:19:02.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
26608985			2021-05-08T15:27:55.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	2.1. DISEASE MECHANISM
26646071		and 2.3. Non in-vivo Human or non-human model system	2021-05-08T14:21:24.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
26873746			2021-04-23T04:55:24.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26998137			2021-05-08T15:28:45.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
27012295			2021-05-08T15:40:00.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
27027094			2021-05-08T14:43:54.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
27079134			2021-04-23T18:21:10.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
27081547			2021-04-19T03:14:21.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
27141651			2021-04-19T03:06:17.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
27168866		"Diagnosis
REVISTED 4/30 - CHANGED: added 1.3 due to ""Craniotomy with drainage of the brain abscess and endovascular embolization of the pulmonary AVMs"""	2021-05-01T00:37:44.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
27225226			2021-05-08T15:28:21.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
27323484	True	I think this is a review		curator1	hereditary hemorrhagic telangiectasia			
27334082		"I think both the diagnosis and the treatment of the condition were important here. However if I had to prioritize one, it would be diagnosis (1.1).
REVISITED 4/25 - no change: again, diagnostic workup and treatment were important in this case report. Mention of gene mutation did not appear novel but part of diagnosis, so I didn't tag 2.1
REVISITED 4/30 - NO CHANGE"	2021-04-19T04:04:51.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
27424345	True	sounds like a review		curator1	hereditary hemorrhagic telangiectasia			
27440131		REVISIT - CHANGED: retrospective study so changed from 3.4 to 1.3	2021-04-25T17:28:53.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
27599328			2021-04-23T04:50:47.000Z	curator1	hereditary hemorrhagic telangiectasia		3.4. PATIENT-BASED THERAPEUTICS	
27646277			2021-04-26T03:21:22.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
27861387			2021-04-23T04:45:08.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
27997001			2021-05-08T15:40:25.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	2.1. DISEASE MECHANISM
28004998		REVISIT - no change: I interpreted this study to be a follow up on a therapeutic intervention (in a non-clinical trial setting), so I chose 1.3	2021-04-19T03:05:33.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
28031662			2021-04-19T02:50:42.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28070235			2021-05-08T15:42:40.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
28188364		"This paper is more about the state of current practice rather than the disease itself, and we don't have a tag for that
REVISIT - CHANGED: added 1.3 as management is discussed"	2021-04-25T17:31:23.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
28490409		not sure about this one, it describes how to perform a surgical technique		curator1	hereditary hemorrhagic telangiectasia			
28564608		I think this is 2.2. Normal Biology as they are looking at the normal protein		curator1	hereditary hemorrhagic telangiectasia			
28578477		and 0.2. Related Diseases	2021-05-08T15:20:37.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28588815			2021-04-19T03:55:30.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28608633			2021-04-23T18:42:46.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28687708			2021-05-08T15:18:44.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
28759897			2021-05-08T15:41:56.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28973643		also 3.2. Drug Mechanism? or would that have to be in human?	2021-05-08T15:37:12.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
28989145			2021-05-01T00:58:06.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29080903		Also 2.3. Non in-vivo Human or non-human model system	2021-04-23T04:54:46.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29120072		and 0.2. Related Diseases	2021-05-08T15:22:48.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29171658			2021-05-08T15:07:28.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
29243366			2021-05-08T15:35:41.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29253907		and 2.3. Non in-vivo Human or non-human model system	2021-05-08T15:32:15.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29274888			2021-05-08T14:21:31.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29349377			2021-04-19T04:09:09.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
29416304			2021-04-19T03:54:03.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
29460088		Also 2.3. Non in-vivo Human or non-human model system	2021-04-23T04:50:27.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29469958			2021-05-08T15:36:56.000Z	curator1	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
29483005			2021-05-01T00:58:35.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
29515340		"It's not quite clear from the abstract, but I assume the patient received a liver transplant, so I also classified this paper as 1.3 Therapeutics in the Clinic
REVISIT - no change: medical imaging = 1.1, and see comment above for 1.3"	2021-04-19T04:14:30.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	1.3. THERAPEUTICS IN THE CLINIC
29552242			2021-04-23T18:37:18.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29593101		and 2.3. Non in-vivo Human or non-human model system	2021-05-08T15:32:28.000Z	curator1	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
29610574			2021-04-26T03:15:06.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29655863			2021-05-08T15:15:08.000Z	curator1	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
