ID_PAPER	COMMENTS	DISEASE_NAME	TIMESTAMP	IRRELEVANT	CURATOR	PRIMARY_CATEGORY	SECONDARY_CATEGORY
25845857		Amyotrophic lateral sclerosis	2021-11-19T17:43:00.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
22910174	sounds like qualitatively talking to patients in LTC about needs/problems but not measuring QOL?	Amyotrophic lateral sclerosis	2021-11-19T17:44:12.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
30146327	surgical measures, not QOL	Amyotrophic lateral sclerosis	2021-11-19T17:44:49.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32749175	could go either way ... confidence of caregivers in providing care	Amyotrophic lateral sclerosis	2021-11-19T17:46:14.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
34019007		Amyotrophic lateral sclerosis	2021-11-19T17:46:28.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
34037850	QOL not measured 	Amyotrophic lateral sclerosis	2021-11-19T17:47:50.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
25753951	QOL not measured	Amyotrophic lateral sclerosis	2021-11-19T17:48:22.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
22721255	more about caregiver QOL	Amyotrophic lateral sclerosis	2021-11-19T17:49:20.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
28628797	QOL not measured (does executive function fall under QOL?)	Amyotrophic lateral sclerosis	2021-11-19T17:50:38.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
22208118	QOL not measured (classification accuracy)	Amyotrophic lateral sclerosis	2021-11-19T17:51:57.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
29082797	indirectly related to QOL but QOL was not directly measured	Amyotrophic lateral sclerosis	2021-11-29T05:01:37.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
28032156	no QOL measures (Outcome measures included perioperative characteristics [estimated blood loss (EBL), specimen size/anatomic location, blood-product requirement], as well as length-of-stay [LOS], and complication profile)	CLOVES Syndrome	2021-11-26T17:20:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32186590	primary tag would be therapeutics but QOL is reported before and after intervention	CLOVES Syndrome	2021-11-29T05:08:36.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31330249	QOL not specifically studied	CLOVES Syndrome	2021-11-26T17:22:38.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
19969478	"""the quality of life of each patient was good"" after surgery  (intervention)"	Castleman Disease	2021-11-26T17:24:15.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
22870473	"primary label would be therapeutics
TCZ at this dose is more effective than placebo, MTX or other DMARDs in reducing disease activity and improving health-related quality of life (HR-QoL)"	Castleman Disease	2021-11-29T05:08:33.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26972925		Castleman Disease	2021-11-29T04:55:01.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
30996384	QOL not measured	Castleman Disease	2021-11-29T05:08:12.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34590355	QOL not measured	Castleman Disease	2021-11-29T04:57:49.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
28956500	"""quality of life score"" will be measured"	Castleman Disease	2021-11-30T16:45:29.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
25736164	"primary label would be therapeutics
uses Functional Assessment of Chronic Illness Therapy-Fatigue (FACIT-Fatigue) scale, and the Short Form (SF)-36 to assess QOL"	Castleman Disease	2021-11-29T05:08:01.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
28119378	"? "" With the new diagnosis came a new treatment that had a significant impact on seizures and quality of life."""	Cerebral Creatine Deficiency Syndromes	2021-11-30T16:45:08.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
19165073	"primary label would be therapeutic
QOL was measured: ""Improvement in pain and quality of life did not reach statistical significance (alpha = 0.05)."""	Chordoma	2021-11-29T05:18:54.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
19165442	QOL not measured or mentioned. Paper is about comatose patients, not sure how QOL would be measured ...	Chordoma	2021-11-29T05:21:07.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34094020	"primary label would be therapeutic
QOL (pain and function) was measured: ""Pain and functional ability of the patients were evaluated using a visual analog scale (VAS) and the Musculoskeletal Tumor Society (MSTS) functional scoring system, respectively. """	Chordoma	2021-11-29T05:22:27.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31646441	"primary label would be therapeutic
QOL was measured using QALYs"	Chordoma	2021-11-29T05:25:53.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
20433296	QOL not measured	Chordoma	2021-11-29T05:26:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
24774721	"primary label would be therapeutic
QOL will be measured: ""quality of life will be analyzed as secondary end points"""	Chordoma	2021-11-29T05:29:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
20592857	"primary label would be therapeutic
QOL was measured: ""Quality of life and survival are significantly improved after surgery."""	Chordoma	2021-11-29T05:31:14.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
30583132	QOL not measured	Chordoma	2021-11-29T05:32:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
17611444	QOL not measured	Chordoma	2021-11-29T05:34:14.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
28663407	"primary label would be therapeutic
QOL was measured"	Chordoma	2021-11-29T05:35:08.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
29625617	QOL not measured	Chordoma	2021-11-29T05:37:14.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
11043134	"primary label would be therapeutic
QOL was measured: ""quality of life (Karnofsky performance status, pain levels) were analyzed preoperatively and at the follow-up outpatient examinations """	Chordoma	2021-11-29T05:38:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
30497218	QOL not measured	Chordoma	2021-11-29T05:40:10.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31111502	"primary label would be therapeutic
QOL was measured: ""There were no significant differences in patient reported fatigue or QOL from baseline to the end-of-treatment."""	Chordoma	2021-11-29T05:41:52.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
16646108	QOL not measured	Chordoma	2021-11-29T05:42:57.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34070569	"primary label would be therapeutic
QOL was measured: ""evaluate QOL, functional outcomes"""	Chordoma	2021-11-29T05:44:02.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
27067697	"primary label would be therapeutic
QOL was measured: ""progression-free survival"""	Chordoma	2021-11-29T05:44:24.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
11460909	"primary label would be therapeutic
QOL was measured: ""The operative intervention significantly improved the quality of life in all patients during the follow-up visits """	Chordoma	2021-11-29T05:46:05.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
23019410	QOL not measured	Chordoma	2021-11-29T14:27:10.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
16734412	"primary label would be therapeutic
QOL was measured: ""5-year recurrence-free survival rate in the five patients who underwent the operation during the past decade was 77%"""	Chordoma	2021-11-29T14:33:17.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
21739594	QOL not measured? 	Chromosome 8P disorders	2021-11-29T14:37:09.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
11990307	QOL not measured	Chromosome 8P disorders	2021-11-29T14:39:44.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
12183714	"primary label would be clinical characteristics
QOL was measured: ""Some impairment was seen in all domains of measurement of quality-of-life test, especially those concerning nonphysical aspects of health"""	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:41:14.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
34018012	Outcome assessment indicates that nearly 50% of the studied population was more eager to participate in social life just after the first infusion of the drug. 	Chronic Recurrent Multifocal Osteomyelitis	2021-12-03T17:23:34.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31949420	QOL not measured	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:43:17.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
33977206	QOL not measured	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:49:05.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32014003	relevant based on title, although this is a correction	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:49:28.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
32484386	"primary label would be therapeutic
QOL was measured: ""Patient-reported outcomes [visual analogue scale (VAS) pain, VAS global health, Health Assessment Questionnaire (HAQ), EuroQol-5 Dimensions (EQ-5D), and 36-item Short-Form Health Survey (SF-36)] """	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:50:12.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
20433730	"primary label would be therapeutic
QOL was measured: "" Mean disease activity estimated by the patient/physician and the physical aspect of health-related quality of life including functional ability (global assessment/childhood health assessment questionnaire and childhood health assessment questionnaire) and pain improved significantly. """	Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T14:52:31.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31319856		Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T15:26:47.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
30547806		Chronic Recurrent Multifocal Osteomyelitis	2021-11-29T15:28:05.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
31928107	multiple things happening here, primary label could be clinical characteristics and there is some therapeutics in the clinic. QOL was measured.	Complex Lymphatic Anomalies	2021-11-29T15:33:47.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
23165758	QOL was likely not measured	Complex Lymphatic Anomalies	2021-11-29T15:34:05.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31196128	"primary label would be therapeutic
QOL was measured: ""We prospectively reviewed the response to drugs (the response rate of radiological volumetric change of the target lesion), severity scores, reported quality of life (QOL), and adverse effects at 6 months after administration."""	Complex Lymphatic Anomalies	2021-11-29T15:35:17.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26436955	"primary label would be clinical characteristics
QOL was reported: ""Our report showed that DBD greatly affects the quality of life of the patient:"	Complex Lymphatic Anomalies	2021-11-29T15:36:50.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
22878967	QOL not reported	Complex Lymphatic Anomalies	2021-11-29T15:37:36.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
21159808	QOL not reported	Complex Lymphatic Anomalies	2021-11-29T15:37:56.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34407275	"No abstract provided. Based on title/abstract provided here, QOL is not apparently reported. I found the paper and QOL is mentioned (""Here, we report on a case of long-term maintenance of QOL achieved using PVS placement in a girl with GLA who had presented with massive pharmacotherapy-resistant ascites"") but not clearly measured, so I am not providing any checks"	Complex Lymphatic Anomalies	2021-11-29T15:40:10.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
21296549	not clear if QOL was evaluated from abstract, but patient outcomes evaluated by questionnaires should be related to QOL	Complex Lymphatic Anomalies	2021-11-30T16:45:56.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
16283343	"primary label would be therapeutic
QOL was measured: ""The MOS SF-36 was used to assess the health-related quality of life (HRQL). """	Complex Lymphatic Anomalies	2021-11-30T05:51:26.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
30672136	"primary label would be therapeutic
QOL was measured: ""Disease response was evaluated by radiologic imaging, quality of life (QOL), and clinical status assessments i"""	Complex Lymphatic Anomalies	2021-11-30T05:52:07.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
32090147	QOL not measured	Complex Lymphatic Anomalies	2021-11-30T05:53:39.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32299507	"not clear that QOL was measured? ""Appropriate diagnosis saved the patient from ineffective multiple surgeries for cerebrospinal fluid leakage or cholesteatoma, and improved his quality of life."""	Complex Lymphatic Anomalies	2021-11-30T06:07:54.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
30705924	"primary label would be therapeutic
QOL was measured as a secondary endpoint"	Complex Lymphatic Anomalies	2021-11-30T06:06:10.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26399329	"not clear if QOL was really measured? ""and showed a marked recover in psychological development and quality of life"""	Congenital Hyperinsulinism	2021-11-30T06:07:35.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34635134		Congenital Hyperinsulinism	2021-11-30T06:09:07.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
21697252	not clear that QOL was measured	Congenital Hyperinsulinism	2021-11-30T06:10:03.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
24075522	QOL was not a main focus of this case report	Congenital Hyperinsulinism	2021-11-30T06:14:27.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
26504125		Congenital Hyperinsulinism	2021-11-30T06:13:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31632349		Congenital Hyperinsulinism	2021-11-30T06:13:36.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
27087264	QOL not a main focus	Congenital Hyperinsulinism	2021-11-30T06:14:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31286108	QOL not measured	Congenital Hyperinsulinism	2021-11-30T06:15:02.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31742894		Congenital Hyperinsulinism	2021-11-30T06:15:42.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
22048969		Congenital Hyperinsulinism	2021-11-30T06:16:03.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26375451		Congenital Hyperinsulinism	2021-11-30T06:16:55.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
33351342	not clear that QOL was measured	Congenital Hyperinsulinism	2021-11-30T06:17:51.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32103756	qol not measured	Congenital Hyperinsulinism	2021-11-30T06:19:32.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
17489811	qol not measured	Congenital Muscular Dystrophy	2021-11-30T06:20:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
29689733		Congenital Muscular Dystrophy	2021-11-30T06:20:31.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
19820205	qol not measured	Congenital Muscular Dystrophy	2021-11-30T06:21:25.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
28848425	mainly clinical characeristics but qol was measured and correlated to many pathological measures	Congenital Muscular Dystrophy	2021-11-30T06:24:01.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
31653707		Congenital Muscular Dystrophy	2021-11-30T06:24:16.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
23881614	qol is main outcome measure but primary label should be therapeutics	Congenital Muscular Dystrophy	2021-11-30T06:24:53.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
33996351		Congenital Muscular Dystrophy	2021-11-30T06:25:35.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
25307854		Congenital Muscular Dystrophy	2021-11-30T06:26:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
28593385	qol not measured	Congenital Muscular Dystrophy	2021-11-30T06:26:56.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32658385		Congenital Muscular Dystrophy	2021-11-30T06:27:12.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
20721717	qol not measured	Congenital Muscular Dystrophy	2021-11-30T06:28:31.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32844998	disease mechanism	Congenital Muscular Dystrophy	2021-11-30T16:04:05.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
23384412	"? ""A transcatheter arterial chemoembolization (TACE) was performed sequentially at 1-month intervals to reduce the size of the hepatic tumor, and this temporarily improved the patient's cardiac condition and quality of life"""	Epithelioid Hemangioendothelioma	2021-11-30T16:43:54.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
33989441	having supportive care needs is indicative of declining functionality and therefore relevant to QOL	Epithelioid Hemangioendothelioma	2021-11-30T16:09:05.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
31032791	qol not measured	Epithelioid Hemangioendothelioma	2021-11-30T16:11:24.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
24942542		Epithelioid Hemangioendothelioma	2021-11-30T16:12:29.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26992743	not clear that QOL is measured here	Epithelioid Hemangioendothelioma	2021-11-30T16:13:31.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32476528		Epithelioid Hemangioendothelioma	2021-11-30T16:13:42.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
18635584	qol not measured	Epithelioid Hemangioendothelioma	2021-11-30T16:14:08.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
15333688	QOL not measured	Fibrolamellar hepatocellular carcinoma	2021-11-30T16:15:18.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
14629502		GRIN gene	2021-11-30T16:16:02.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
25025685		GRIN gene	2021-11-30T16:16:49.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
32649517		GRIN gene	2021-11-30T16:17:01.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
17531444		GRIN gene	2021-11-30T16:18:33.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
11082880	QOL not measured	GRIN gene	2021-11-30T16:19:37.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
26337264		GRIN gene	2021-11-30T16:21:55.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
12791330		GRIN gene	2021-11-30T16:22:29.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
24860645	proposing a database that could collect info on these rare diseases, including QOL .....	GRIN gene	2021-11-30T16:25:46.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
24587054	rat study, not QOL data	GRIN gene	2021-11-30T16:29:26.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
29055263	QOL not measured	GRIN gene	2021-11-30T16:31:01.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
33027869	QOL not measured	GRIN gene	2021-11-30T16:32:23.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
23539488	review	GRIN gene	2021-11-30T16:33:09.000Z	True	curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
27184947	task force report/review	GRIN gene	2021-11-30T16:34:17.000Z	True	curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
18930363	clinical characteristics + QOL	GRIN gene	2021-11-30T16:36:20.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
16996395		GRIN gene	2021-11-30T16:36:49.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
32959446	review	GRIN gene	2021-11-30T16:37:09.000Z	True	curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31330987		Glut1 Deficiency	2021-11-30T16:37:38.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
26399329	"? ""We administered KD for 2 years. Soon after the first six months, the patient was free of epileptic crises, presented normalization of EEG, and showed a marked recover in psychological development and quality of life. """	Glut1 Deficiency	2021-11-30T16:46:49.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34635134		Glut1 Deficiency	2021-11-30T16:40:26.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
25240122	?	Glut1 Deficiency	2021-11-30T16:41:47.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
25870456	QOL not measured	Glut1 Deficiency	2021-11-30T16:43:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
28407523	?	Glut1 Deficiency	2021-11-30T16:48:13.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31035243	QOL not measured	Glut1 Deficiency	2021-11-30T16:48:36.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
31769253	QOL not measured	Glut1 Deficiency	2021-11-30T16:49:37.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32730547	QOL not measured	Glut1 Deficiency	2021-11-30T16:50:03.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
16538555		Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:51:20.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
25145809		Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:52:46.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
21743869		Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:52:57.000Z		curator1	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
20627321	?	Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:54:24.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
20209594		Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:55:02.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
22568130	?	Hereditary Hemorrhagic Telangiectasia	2021-11-30T16:55:18.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
22671535	QOL not measured, although the measures they use are very relevant to QOL	Hereditary Hemorrhagic Telangiectasia	2021-11-30T22:53:45.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
25199101		Hereditary Hemorrhagic Telangiectasia	2021-11-30T22:54:27.000Z		curator1	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
